DT_GERACAO;HH_GERACAO;CD_PLEITO;SG_UF;CD_MUNICIPIO;NM_MUNICIPIO;NR_ZONA;NR_URNA_ESPERADA;CD_CARGA_URNA_ESPERADA;CD_FLASHCARD_URNA_ESPERADA;DT_CARGA_URNA_ESPERADA;ST_CORRESP_ALTERADA
27/10/2018;14:41:59;229;AC;1015;CAPIXABA;2;1075780;7,74E+23;12EBE806;28/09/2018 11:41;*
27/10/2018;14:41:59;229;AC;1015;CAPIXABA;2;1072261;4,51E+23;12EBE806;28/09/2018 12:43;*
27/10/2018;14:41:59;229;AC;1015;CAPIXABA;2;1034262;3,90E+23;12EBE806;28/09/2018 12:07;*
27/10/2018;14:41:59;229;AC;1015;CAPIXABA;2;1032401;5,32E+23;12EBE806;28/09/2018 11:48;*
27/10/2018;14:41:59;229;AC;1015;CAPIXABA;2;1014148;9,76E+23;12EBE806;28/09/2018 11:51;*
27/10/2018;14:41:59;229;AC;1007;BUJARI;9;1848240;6,23E+23;1D9EE409;29/09/2018 15:55;*
27/10/2018;14:41:59;229;AC;1007;BUJARI;9;1763570;5,53E+23;1D9EE409;29/09/2018 16:02;*
27/10/2018;14:41:59;229;AC;1007;BUJARI;9;1763041;6,44E+23;632C5110;29/09/2018 16:11;*
27/10/2018;14:41:59;229;AC;1007;BUJARI;9;1762834;9,97E+23;632C5110;29/09/2018 16:29;*
27/10/2018;14:41:59;229;AC;1007;BUJARI;9;1762618;7,14E+23;1D9EE409;29/09/2018 16:36;*
27/10/2018;14:41:59;229;AC;1007;BUJARI;9;1761770;7,55E+23;1D9EE409;29/09/2018 16:17;*
27/10/2018;14:41:59;229;AC;1007;BUJARI;9;1761523;5,12E+23;1D9EE409;29/09/2018 16:11;*
27/10/2018;14:41:59;229;AC;1007;BUJARI;9;1761160;2,60E+23;632C5110;29/09/2018 16:05;*
27/10/2018;14:41:59;229;AC;1007;BUJARI;9;1758907;7,95E+23;1D9EE409;29/09/2018 15:39;*
27/10/2018;14:41:59;229;AC;1007;BUJARI;9;1758330;3,61E+23;1D9EE409;29/09/2018 16:24;*
27/10/2018;14:41:59;229;AC;1007;BUJARI;9;1758214;6,03E+23;632C5110;29/09/2018 16:18;*
27/10/2018;14:41:59;229;AC;1007;BUJARI;9;1758184;4,32E+23;632C5110;29/09/2018 16:35;*
27/10/2018;14:41:59;229;AC;1007;BUJARI;9;1758078;1,28E+23;632C5110;29/09/2018 16:23;*
27/10/2018;14:41:59;229;AC;1007;BUJARI;9;1757800;9,81E+22;1D9EE409;29/09/2018 16:30;*
27/10/2018;14:41:59;229;AC;1007;BUJARI;9;1757060;4,62E+23;1D9EE409;29/09/2018 15:50;*
